CWE_ID,Name,MITRE_AI_Tagged,View1_Score,View2_Score,Max_Score,Is_AI_Relevant,AI_Category,Attack_Type,Attack_Surface,View1_Reasoning,View2_Reasoning,AI_Impact,Description,Source_View
1250,Improper Preservation of Consistency Between Independent Representations of Shared State,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product has or supports multiple distributed components or sub-systems that are each required to keep their own local copy of shared data - such as state or cache - but the product does not ensure that all local copies remain consistent with each other.,Research-Concepts-1000
1251,Mirrored Regions with Different Values,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product's architecture mirrors regions without ensuring that their contents always stay in sync.,Research-Concepts-1000
1252,CPU Hardware Not Configured to Support Exclusivity of Write and Execute Operations,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The CPU is not configured to provide hardware support for exclusivity of write and execute operations on memory. This allows an attacker to execute data from all of memory.,Research-Concepts-1000
1253,Incorrect Selection of Fuse Values,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The logic level used to set a system to a secure state relies on a fuse being unblown.,Research-Concepts-1000
1254,Incorrect Comparison Logic Granularity,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product's comparison logic is performed over a series of steps rather than across the entire string in one operation. If there is a comparison logic failure on one of these steps, the operation may be vulnerable to a timing attack that can result in the interception of the process for nefarious purposes.",Research-Concepts-1000
1255,Comparison Logic is Vulnerable to Power Side-Channel Attacks,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A device's real time power consumption may be monitored during security token evaluation and the information gleaned may be used to determine the value of the reference token.,Research-Concepts-1000
1256,Improper Restriction of Software Interfaces to Hardware Features,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product provides software-controllable device functionality for capabilities such as power and clock management, but it does not properly limit functionality that can lead to modification of hardware memory or register bits, or the ability to observe physical side channels.",Research-Concepts-1000
1258,Exposure of Sensitive System Information Due to Uncleared Debug Information,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The hardware does not fully clear security-sensitive values, such as keys and intermediate values in cryptographic operations, when debug mode is entered.",Research-Concepts-1000
1259,Improper Restriction of Security Token Assignment,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The System-On-A-Chip (SoC) implements a Security Token mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. However, the Security Tokens are improperly protected.",Research-Concepts-1000
1260,Improper Handling of Overlap Between Protected Memory Ranges,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product allows address regions to overlap, which can result in the bypassing of intended memory protection.",Research-Concepts-1000
1261,Improper Handling of Single Event Upsets,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The hardware logic does not effectively handle when single-event upsets (SEUs) occur.,Research-Concepts-1000
1264,Hardware Logic with Insecure De-Synchronization between Control and Data Channels,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The hardware logic for error handling and security checks can incorrectly forward data before the security check is complete.,Research-Concepts-1000
1265,Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product invokes code that is believed to be reentrant, but the code performs a call that unintentionally produces a nested invocation of the non-reentrant code.",Research-Concepts-1000
1269,Product Released in Non-Release Configuration,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product released to market is released in pre-production or manufacturing configuration.,Research-Concepts-1000
1270,Generation of Incorrect Security Tokens,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product implements a Security Token mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. However, the Security Tokens generated in the system are incorrect.",Research-Concepts-1000
1271,Uninitialized Value on Reset for Registers Holding Security Settings,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Security-critical logic is not set to a known value on reset.,Research-Concepts-1000
1272,Sensitive Information Uncleared Before Debug/Power State Transition,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product performs a power or debug state transition, but it does not clear sensitive information that should no longer be accessible due to changes to information access restrictions.",Research-Concepts-1000
1273,Device Unlock Credential Sharing,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The credentials necessary for unlocking a device are shared across multiple parties and may expose sensitive information.,Research-Concepts-1000
1275,Sensitive Cookie with Improper SameSite Attribute,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The SameSite attribute for sensitive cookies is not set, or an insecure value is used.",Research-Concepts-1000
1276,Hardware Child Block Incorrectly Connected to Parent System,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Signals between a hardware IP and the parent system design are incorrectly connected causing security risks.,Research-Concepts-1000
1277,Firmware Not Updateable,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not provide its users with the ability to update or patch its firmware to address any vulnerabilities or weaknesses that may be present.,Research-Concepts-1000
