"requirement_id","module","name","cia","applicable_threats"
"SYS.3.2.3.A1","SYS.3.2.3","Strategy for Using iOS Devices","","G 0.14|G 0.16|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.28|G 0.29|G 0.30|G 0.32|G 0.37|G 0.38|G 0.41|G 0.46"
"SYS.3.2.3.A2","SYS.3.2.3","Planning the Use of Cloud Services","","G 0.11|G 0.14|G 0.19|G 0.29|G 0.36|G 0.38|G 0.46"
"SYS.3.2.3.A7","SYS.3.2.3","Preventing Unauthorised Deletion of Configuration Profiles","","G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.32|G 0.35|G 0.37|G 0.38|G 0.41|G 0.46"
"SYS.3.2.3.A12","SYS.3.2.3","Using Apple IDs","","G 0.14|G 0.16|G 0.19|G 0.32|G 0.35|G 0.36|G 0.37|G 0.41|G 0.42|G 0.46"
"SYS.3.2.3.A13","SYS.3.2.3","Using the “iOS Restrictions” Configuration Option","","G 0.14|G 0.16|G 0.19|G 0.21|G 0.22|G 0.23|G 0.26|G 0.28|G 0.29|G 0.30|G 0.32|G 0.36|G 0.37|G 0.38|G 0.41|G 0.42|G 0.46"
"SYS.3.2.3.A14","SYS.3.2.3","Using the iCloud Infrastructure","","G 0.9|G 0.11|G 0.14|G 0.16|G 0.19|G 0.23|G 0.29"
"SYS.3.2.3.A15","SYS.3.2.3","Using Continuity Functions","","G 0.11|G 0.19|G 0.29|G 0.46"
"SYS.3.2.3.A17","SYS.3.2.3","Using the Device Code History","","G 0.14|G 0.16|G 0.19|G 0.21|G 0.22|G 0.23|G 0.32|G 0.36|G 0.46"
"SYS.3.2.3.A18","SYS.3.2.3","Using the Configuration Option for the Safari Browser","","G 0.26|G 0.28"
"SYS.3.2.3.A21","SYS.3.2.3","Installation of Apps and Integration of the Apple App Store","","G 0.14|G 0.19|G 0.21|G 0.25|G 0.26|G 0.28|G 0.32|G 0.39|G 0.41|G 0.46"
"SYS.3.2.3.A23","SYS.3.2.3","Using Automatic Deletion of Configuration Profiles","CI","G 0.11|G 0.16|G 0.27|G 0.30"
"SYS.3.2.3.A25","SYS.3.2.3","Using the Configuration Option for AirPrint","CI","G 0.16|G 0.19|G 0.29|G 0.35|G 0.46"
"SYS.3.2.3.A26","SYS.3.2.3","No Connections to Host Systems","CI","G 0.11|G 0.14|G 0.16|G 0.19|G 0.21|G 0.22|G 0.23|G 0.28|G 0.29|G 0.30|G 0.32|G 0.35|G 0.36|G 0.38|G 0.39|G 0.41|G 0.42|G 0.46"
"SYS.3.2.4.A2","SYS.3.2.4","Disabling Developer Options","","G 0.14|G 0.21|G 0.32|G 0.41|G 0.46"
"SYS.3.2.4.A3","SYS.3.2.4","Using Multi-User and Guest Mode","","G 0.30|G 0.32|G 0.38"
"SYS.3.2.4.A5","SYS.3.2.4","Advanced Security Settings","","G 0.30"
"SYS.3.3.A1","SYS.3.3","Security Guidelines and Rules for the Use of Mobile Phones","","G 0.14|G 0.15|G 0.19|G 0.22|G 0.27|G 0.31"
"SYS.3.3.A2","SYS.3.3","Blocking Lost Mobile Telephones","","G 0.19|G 0.22|G 0.23|G 0.29"
"SYS.3.3.A3","SYS.3.3","Raising Employee Awareness and Providing Training on the Use of Mobile Telephones","","G 0.14|G 0.15|G 0.16|G 0.19|G 0.27|G 0.29|G 0.31"
"SYS.3.3.A4","SYS.3.3","Decommissioning and Properly Disposing of Mobile Telephones and the Memory Cards Used in Them","","G 0.14|G 0.15|G 0.16|G 0.17|G 0.19|G 0.29"
"SYS.3.3.A5","SYS.3.3","Use of the Security Mechanisms of Mobile Telephones","","G 0.14|G 0.19|G 0.22"
"SYS.3.3.A6","SYS.3.3","Mobile Telephone Updates","","G 0.31"
"SYS.3.3.A7","SYS.3.3","Acquisition of Mobile Telephones","","G 0.27"
"SYS.3.3.A8","SYS.3.3","Use of the Wireless Interfaces of Mobile Telephones","","G 0.14|G 0.15|G 0.22|G 0.23"
"SYS.3.3.A9","SYS.3.3","Securing the Power Supply for Mobile Telephones","A","G 0.25|G 0.27"
"SYS.3.3.A10","SYS.3.3","Secure Data Transmission via Mobile Phones","","G 0.14|G 0.15|G 0.22|G 0.23"
"SYS.3.3.A11","SYS.3.3","Precautions for Mobile Telephones","","G 0.25"
"SYS.3.3.A12","SYS.3.3","Setting Up a Mobile Telephone Pool","","G 0.27"
"SYS.3.3.A13","SYS.3.3","Protection Against Mobile Telephone Data Being Used to Create Movement Profiles","C","G 0.14|G 0.19|G 0.29"
"SYS.3.3.A14","SYS.3.3","Protection Against Call Number Identification During Use of Mobile Telephones","C","G 0.14|G 0.19|G 0.29"
"SYS.3.3.A15","SYS.3.3","Protection Against Eavesdropping on Indoor Conversations Using Mobile Telephones","C","G 0.14|G 0.15"
"SYS.4.1.A1","SYS.4.1","Planning the Use of Printers, Copiers, and All-in-One Devices","","G 0.16|G 0.18"
"SYS.4.1.A2","SYS.4.1","Suitable Siting and Access to Printers, Copiers, and All-in-One Devices","","G 0.16|G 0.19|G 0.21"
"SYS.4.1.A4","SYS.4.1","Drawing Up a Security Policy for the Use of Printers, Copiers, and All-in-One Devices","","G 0.18|G 0.30"
"SYS.4.1.A5","SYS.4.1","Drawing Up User Guidelines for Handling Printers, Copiers, and All-in-One Devices","","G 0.31"
"SYS.4.1.A7","SYS.4.1","Restriction of Remote Administrative Access to Printers, Copiers, and All-in-One Devices","","G 0.15|G 0.23|G 0.30"
"SYS.4.1.A11","SYS.4.1","Restricting the Connection of Printers, Copiers, and All-in-One Devices","","G 0.15|G 0.23|G 0.30"
"SYS.4.1.A14","SYS.4.1","Authentication and Authorisation for Printers, Copiers, and All-in-One Devices","CIA","G 0.19|G 0.30"
"SYS.4.1.A15","SYS.4.1","Encryption of Information for Printers, Copiers, and All-in-One Devices","","G 0.19|G 0.22"
"SYS.4.1.A16","SYS.4.1","Reducing Downtimes for Printers, Copiers, and All-in-One Devices","A","G 0.25"
"SYS.4.1.A17","SYS.4.1","Protection of Payloads and Metadata","","G 0.19"
"SYS.4.1.A18","SYS.4.1","Configuration of Printers, Copiers, and All-in-One Devices","","G 0.18|G 0.19|G 0.22"
"SYS.4.1.A20","SYS.4.1","Enhanced Information Protection for Printers, Copiers, and All-in-One Devices","C","G 0.19"
"SYS.4.1.A21","SYS.4.1","Extended Protection of Printers, Copiers, and All-in-One Devices","CIA","G 0.18|G 0.21"
"SYS.4.1.A22","SYS.4.1","Proper Disposal of Printed Documents","","G 0.19"
"SYS.4.3.A1","SYS.4.3","Rules for Handling Embedded Systems","","G 0.18|G 0.29|G 0.31"
"SYS.4.3.A2","SYS.4.3","Disabling Unused Interfaces and Services of Embedded Systems","","G 0.23|G 0.30"
"SYS.4.3.A3","SYS.4.3","Logging Security-Relevant Events in Embedded Systems","","G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.30|G 0.37"
"SYS.4.3.A4","SYS.4.3","Creating Procurement Criteria for Embedded Systems","","G 0.18|G 0.20"
"SYS.4.3.A5","SYS.4.3","Protecting Embedded Systems Against Damaging Environmental Influences","","G 0.4|G 0.25"
"SYS.4.3.A6","SYS.4.3","Preventing Debugging Options for Embedded Systems","","G 0.23|G 0.30"
"SYS.4.3.A7","SYS.4.3","Hardware Realisation of the Features of Embedded Systems","","G 0.21|G 0.22|G 0.23|G 0.24"
"SYS.4.3.A8","SYS.4.3","Using a Secure Operating System for Embedded Systems","","G 0.15|G 0.20|G 0.21|G 0.22|G 0.23|G 0.28|G 0.46"
"SYS.4.3.A9","SYS.4.3","Use of Cryptographic Processors or Coprocessors in Embedded Systems","","G 0.15|G 0.21|G 0.22|G 0.23|G 0.46"
"SYS.4.3.A10","SYS.4.3","Recovery of Embedded Systems","","G 0.25|G 0.31"
"SYS.4.3.A11","SYS.4.3","Secure Disposal of Embedded Systems","","G 0.15|G 0.19"
"SYS.4.3.A12","SYS.4.3","Selection of a Trustworthy Supplier and Logistics Chain and a Qualified Manufacturer for Embedded Systems","CIA","G 0.4|G 0.18|G 0.20|G 0.21|G 0.22|G 0.30"
"SYS.4.3.A13","SYS.4.3","Use of a Certified Operating System","CIA","G 0.15|G 0.20|G 0.21|G 0.22|G 0.23|G 0.28|G 0.46"
"SYS.4.3.A14","SYS.4.3","Secured and Authenticated Boot Process for Embedded Systems","CI","G 0.21|G 0.22|G 0.30|G 0.39"
"SYS.4.3.A15","SYS.4.3","Storage Protection in Embedded Systems","CI","G 0.21|G 0.22|G 0.39"
"SYS.4.3.A16","SYS.4.3","Tamper Protection for Embedded Systems","CI","G 0.21|G 0.22|G 0.24|G 0.31"
"SYS.4.3.A17","SYS.4.3","Automatic Monitoring of Assembly Functions","IA","G 0.21|G 0.22|G 0.25|G 0.26|G 0.46"
"SYS.4.3.A18","SYS.4.3","Resistance of Embedded Systems to Side-Channel Attacks","C","G 0.15|G 0.21|G 0.46"
"SYS.4.4.A1","SYS.4.4","Criteria for Using IoT Device","","G 0.14|G 0.18|G 0.19|G 0.20|G 0.23|G 0.26|G 0.28"
"SYS.4.4.A2","SYS.4.4","Authentication","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.30|G 0.38|G 0.39|G 0.40"
"SYS.4.4.A5","SYS.4.4","Restriction of Network Access","","G 0.14|G 0.19|G 0.20|G 0.21|G 0.23|G 0.25|G 0.26|G 0.28|G 0.29|G 0.30|G 0.38|G 0.39|G 0.40"
"SYS.4.4.A6","SYS.4.4","Integration of IoT Devices into Organisation Security Policies","","G 0.2|G 0.4|G 0.8|G 0.9|G 0.14|G 0.16|G 0.18|G 0.19|G 0.20|G 0.21|G 0.23|G 0.24|G 0.25|G 0.26|G 0.28|G 0.29|G 0.30|G 0.38|G 0.39|G 0.40"
"SYS.4.4.A7","SYS.4.4","Planning the Use of IoT Devices","","G 0.2|G 0.4|G 0.8|G 0.9|G 0.16|G 0.18|G 0.19|G 0.21|G 0.23|G 0.30|G 0.38|G 0.39|G 0.40"
"SYS.4.4.A8","SYS.4.4","Procurement Criteria for IoT Devices","","G 0.14|G 0.18|G 0.20|G 0.23|G 0.26|G 0.28"
"SYS.4.4.A9","SYS.4.4","Controlling the Use of IoT Devices","","G 0.2|G 0.4|G 0.8|G 0.9|G 0.14|G 0.16|G 0.18|G 0.19|G 0.20|G 0.21|G 0.23|G 0.24|G 0.25|G 0.26|G 0.28"
"SYS.4.4.A10","SYS.4.4","Secure Installation and Configuration of IoT Devices","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.23|G 0.25|G 0.28|G 0.30|G 0.38|G 0.39|G 0.40"
"SYS.4.4.A11","SYS.4.4","Using Encrypted Data Transmission","","G 0.14|G 0.23|G 0.28|G 0.30|G 0.38|G 0.39|G 0.40"
"SYS.4.4.A13","SYS.4.4","Deactivation and Uninstallation of Unnecessary Components","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.26|G 0.28|G 0.30|G 0.38|G 0.39|G 0.40"
"SYS.4.4.A15","SYS.4.4","Restrictive Granting of Access Rights","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.28|G 0.30|G 0.38|G 0.39|G 0.40"
"SYS.4.4.A16","SYS.4.4","Elimination of Malware on IoT Devices","","G 0.39"
"SYS.4.4.A17","SYS.4.4","Monitoring Network Traffic on IoT Devices","","G 0.9|G 0.14|G 0.21|G 0.23|G 0.25|G 0.26|G 0.28|G 0.30|G 0.40"
"SYS.4.4.A18","SYS.4.4","Logging Security-Relevant Events on IoT Devices","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.30"
"SYS.4.4.A19","SYS.4.4","Protection of Administration Interfaces","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.28|G 0.30|G 0.38|G 0.39|G 0.40"
"SYS.4.4.A20","SYS.4.4","Controlled Decommissioning of IoT Devices","","G 0.18|G 0.19"
"SYS.4.4.A21","SYS.4.4","Operational Environment and Power Supply","I","G 0.2|G 0.4|G 0.8|G 0.16|G 0.18|G 0.24|G 0.25|G 0.29"
"SYS.4.4.A22","SYS.4.4","System Monitoring","A","G 0.21|G 0.23|G 0.25|G 0.26|G 0.40"
"SYS.4.4.A23","SYS.4.4","Auditing of IoT Devices","CIA","G 0.14|G 0.18|G 0.19|G 0.20|G 0.21|G 0.23|G 0.26|G 0.28"
"SYS.4.4.A24","SYS.4.4","Secure Configuration and Usage of an Embedded Web Server","CIA","G 0.14|G 0.19|G 0.23|G 0.28|G 0.30"
"SYS.4.5.A1","SYS.4.5","Raising Staff Awareness of Secure Handling of Removable Media","","G 0.2|G 0.4|G 0.16|G 0.17|G 0.21|G 0.22|G 0.23|G 0.29"
"SYS.4.5.A2","SYS.4.5","Reporting Losses / Tampering","","G 0.16|G 0.21"
"SYS.4.5.A4","SYS.4.5","Drawing Up a Policy for the Secure Handling of Removable Media","","G 0.19|G 0.22|G 0.39"
"SYS.4.5.A5","SYS.4.5","Rules on the Transport of Removable Media","","G 0.16|G 0.17|G 0.19"
"SYS.4.5.A6","SYS.4.5","Storage Media Management","","G 0.2|G 0.4|G 0.17"
"SYS.4.5.A7","SYS.4.5","Secure Deletion of Storage Media Before and After Use","","G 0.19"
"SYS.4.5.A10","SYS.4.5","Encryption of Storage Media","","G 0.14|G 0.19"
"SYS.4.5.A11","SYS.4.5","Protecting Integrity Using Checksums or Digital Signatures","I","G 0.22|G 0.46"
"SYS.4.5.A12","SYS.4.5","Protection Against Malware","","G 0.39"
"SYS.4.5.A13","SYS.4.5","Appropriate Labelling of Storage Media for Shipping","","G 0.17|G 0.19"
"SYS.4.5.A14","SYS.4.5","Secure Shipping and Packaging","CIA","G 0.2|G 0.4|G 0.17"
"SYS.4.5.A15","SYS.4.5","Certified Products","CIA","G 0.20"
"SYS.4.5.A16","SYS.4.5","Use of Dedicated Systems for Data Scanning","CI","G 0.39"
